success,precision,recall,f1,tp,fp,fn,predicted_entities,gt_entities,fp_entities,fn_entities,elapsed_time,output,model,prompt_strategy,file
True,0.0,0.0,0.0,0.0,0.0,6,[],"[{'startOffset': 41, 'endOffset': 61, 'type': 'EMAIL', 'text': 'cv.editor@riseup.net'}, {'startOffset': 179, 'endOffset': 221, 'type': 'BTC', 'text': 'bc1qt5vmgkz06c4q6z3trw8gkfj0y7n07gq5kzm68d'}, {'startOffset': 232, 'endOffset': 238, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 269, 'endOffset': 273, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 290, 'endOffset': 299, 'type': 'PERSON', 'text': 'Marcellus'}, {'startOffset': 409, 'endOffset': 451, 'type': 'BTC', 'text': 'bc1qxy2kgdygjrsqtzq2n0yrf2493p83kkfjhx0wlh'}]",[],"[{'startOffset': 41, 'endOffset': 61, 'type': 'EMAIL', 'text': 'cv.editor@riseup.net'}, {'startOffset': 179, 'endOffset': 221, 'type': 'BTC', 'text': 'bc1qt5vmgkz06c4q6z3trw8gkfj0y7n07gq5kzm68d'}, {'startOffset': 232, 'endOffset': 238, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 269, 'endOffset': 273, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 290, 'endOffset': 299, 'type': 'PERSON', 'text': 'Marcellus'}, {'startOffset': 409, 'endOffset': 451, 'type': 'BTC', 'text': 'bc1qxy2kgdygjrsqtzq2n0yrf2493p83kkfjhx0wlh'}]",2.14234,{'entities': []},qwen3:14b,psuedo code role task format ,5.json
True,0.7142857142857143,0.8333333333333334,0.7692307692307692,5.0,2.0,1,"[{'text': 'Catalina', 'type': 'person', 'start_pos': 0, 'end_pos': 8}, {'text': 'c.varga@journalisttruth.org', 'type': 'email', 'start_pos': 35, 'end_pos': 62}, {'text': 'cv.editor@riseup.net', 'type': 'email', 'start_pos': 63, 'end_pos': 83}, {'text': 'Anna', 'type': 'person', 'start_pos': 84, 'end_pos': 88}, {'text': 'Prague', 'type': 'location', 'start_pos': 143, 'end_pos': 149}, {'text': 'Bitcoin', 'type': 'btc', 'start_pos': 248, 'end_pos': 255}, {'text': 'A.H.', 'type': 'person', 'start_pos': 345, 'end_pos': 349}]","[{'startOffset': 0, 'endOffset': 8, 'type': 'PERSON', 'text': 'Catalina'}, {'startOffset': 35, 'endOffset': 62, 'type': 'EMAIL', 'text': 'c.varga@journalisttruth.org'}, {'startOffset': 63, 'endOffset': 83, 'type': 'EMAIL', 'text': 'cv.editor@riseup.net'}, {'startOffset': 84, 'endOffset': 88, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 144, 'endOffset': 150, 'type': 'LOCATION', 'text': 'Prague'}, {'startOffset': 164, 'endOffset': 169, 'type': 'PERSON', 'text': 'Varga'}]","[{'text': 'Bitcoin', 'type': 'btc', 'start_pos': 248, 'end_pos': 255}, {'text': 'A.H.', 'type': 'person', 'start_pos': 345, 'end_pos': 349}]","[{'startOffset': 164, 'endOffset': 169, 'type': 'PERSON', 'text': 'Varga'}]",9.980727,"{'entities': [{'text': 'Catalina', 'type': 'person', 'start_pos': 0, 'end_pos': 8}, {'text': 'c.varga@journalisttruth.org', 'type': 'email', 'start_pos': 35, 'end_pos': 62}, {'text': 'cv.editor@riseup.net', 'type': 'email', 'start_pos': 63, 'end_pos': 83}, {'text': 'Anna', 'type': 'person', 'start_pos': 84, 'end_pos': 88}, {'text': 'Prague', 'type': 'location', 'start_pos': 143, 'end_pos': 149}, {'text': 'Bitcoin', 'type': 'btc', 'start_pos': 248, 'end_pos': 255}, {'text': 'A.H.', 'type': 'person', 'start_pos': 345, 'end_pos': 349}]}",qwen3:14b,psuedo code role task format ,4.json
True,0.0,0.0,0.0,0.0,0.0,4,[],"[{'startOffset': 49, 'endOffset': 53, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 289, 'endOffset': 293, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 371, 'endOffset': 413, 'type': 'BTC', 'text': 'bc1q2gdf0hxk6e5nxp72cr9sv5uwx9a0gz0h3p9a4f'}, {'startOffset': 435, 'endOffset': 444, 'type': 'PERSON', 'text': 'Marcellus'}]",[],"[{'startOffset': 49, 'endOffset': 53, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 289, 'endOffset': 293, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 371, 'endOffset': 413, 'type': 'BTC', 'text': 'bc1q2gdf0hxk6e5nxp72cr9sv5uwx9a0gz0h3p9a4f'}, {'startOffset': 435, 'endOffset': 444, 'type': 'PERSON', 'text': 'Marcellus'}]",0.759761,{'entities': []},qwen3:14b,psuedo code role task format ,3.json
True,0.6666666666666666,0.4,0.5,4.0,2.0,6,"[{'text': 'Catalina', 'type': 'person', 'start_pos': 34, 'end_pos': 42}, {'text': 'contact@unitedchange.org', 'type': 'email', 'start_pos': 430, 'end_pos': 454}, {'text': 'lance.morenopolitical@gmail.com', 'type': 'email', 'start_pos': 477, 'end_pos': 508}, {'text': 'Seychelles', 'type': 'location', 'start_pos': 192, 'end_pos': 202}, {'text': '6.4 BTC', 'type': 'btc', 'start_pos': 648, 'end_pos': 655}, {'text': 'Bitcoin', 'type': 'btc', 'start_pos': 325, 'end_pos': 332}]","[{'startOffset': 33, 'endOffset': 41, 'type': 'PERSON', 'text': 'Catalina'}, {'startOffset': 191, 'endOffset': 201, 'type': 'LOCATION', 'text': 'Seychelles'}, {'startOffset': 342, 'endOffset': 346, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 422, 'endOffset': 446, 'type': 'EMAIL', 'text': 'contact@unitedchange.org'}, {'startOffset': 469, 'endOffset': 500, 'type': 'EMAIL', 'text': 'lance.morenopolitical@gmail.com'}, {'startOffset': 579, 'endOffset': 587, 'type': 'PERSON', 'text': 'Catalina'}, {'startOffset': 661, 'endOffset': 673, 'type': 'PERSON', 'text': 'Lance Moreno'}, {'startOffset': 752, 'endOffset': 760, 'type': 'PERSON', 'text': 'Catalina'}, {'startOffset': 778, 'endOffset': 782, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 793, 'endOffset': 802, 'type': 'PERSON', 'text': 'Marcellus'}]","[{'text': '6.4 BTC', 'type': 'btc', 'start_pos': 648, 'end_pos': 655}, {'text': 'Bitcoin', 'type': 'btc', 'start_pos': 325, 'end_pos': 332}]","[{'startOffset': 342, 'endOffset': 346, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 579, 'endOffset': 587, 'type': 'PERSON', 'text': 'Catalina'}, {'startOffset': 661, 'endOffset': 673, 'type': 'PERSON', 'text': 'Lance Moreno'}, {'startOffset': 752, 'endOffset': 760, 'type': 'PERSON', 'text': 'Catalina'}, {'startOffset': 778, 'endOffset': 782, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 793, 'endOffset': 802, 'type': 'PERSON', 'text': 'Marcellus'}]",9.892845,"{'entities': [{'text': 'Catalina', 'type': 'person', 'start_pos': 34, 'end_pos': 42}, {'text': 'contact@unitedchange.org', 'type': 'email', 'start_pos': 430, 'end_pos': 454}, {'text': 'lance.morenopolitical@gmail.com', 'type': 'email', 'start_pos': 477, 'end_pos': 508}, {'text': 'Seychelles', 'type': 'location', 'start_pos': 192, 'end_pos': 202}, {'text': '6.4 BTC', 'type': 'btc', 'start_pos': 648, 'end_pos': 655}, {'text': 'Bitcoin', 'type': 'btc', 'start_pos': 325, 'end_pos': 332}]}",qwen3:14b,psuedo code role task format ,6.json
True,0.0,0.0,0.0,0.0,0.0,5,[],"[{'startOffset': 132, 'endOffset': 140, 'type': 'PERSON', 'text': 'Catalina'}, {'startOffset': 252, 'endOffset': 261, 'type': 'PERSON', 'text': 'Marcellus'}, {'startOffset': 266, 'endOffset': 270, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 431, 'endOffset': 435, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 451, 'endOffset': 469, 'type': 'EMAIL', 'text': 'm.grant512@tuta.io'}]",[],"[{'startOffset': 132, 'endOffset': 140, 'type': 'PERSON', 'text': 'Catalina'}, {'startOffset': 252, 'endOffset': 261, 'type': 'PERSON', 'text': 'Marcellus'}, {'startOffset': 266, 'endOffset': 270, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 431, 'endOffset': 435, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 451, 'endOffset': 469, 'type': 'EMAIL', 'text': 'm.grant512@tuta.io'}]",0.693375,{'entities': []},qwen3:14b,psuedo code role task format ,7.json
True,0.7142857142857143,0.8333333333333334,0.7692307692307692,5.0,2.0,1,"[{'text': 'cv.editor@riseup.net', 'type': 'email', 'start_pos': 41, 'end_pos': 61}, {'text': '0.014 BTC', 'type': 'btc', 'start_pos': 147, 'end_pos': 156}, {'text': 'bc1qt5vmgkz06c4q6z3trw8gkfj0y7n07gq5kzm68d', 'type': 'btc', 'start_pos': 179, 'end_pos': 221}, {'text': 'Anna Key', 'type': 'person', 'start_pos': 232, 'end_pos': 240}, {'text': 'Anna', 'type': 'person', 'start_pos': 232, 'end_pos': 236}, {'text': 'Marcellus', 'type': 'person', 'start_pos': 290, 'end_pos': 299}, {'text': 'bc1qxy2kgdygjrsqtzq2n0yrf2493p83kkfjhx0wlh', 'type': 'btc', 'start_pos': 409, 'end_pos': 451}]","[{'startOffset': 41, 'endOffset': 61, 'type': 'EMAIL', 'text': 'cv.editor@riseup.net'}, {'startOffset': 179, 'endOffset': 221, 'type': 'BTC', 'text': 'bc1qt5vmgkz06c4q6z3trw8gkfj0y7n07gq5kzm68d'}, {'startOffset': 232, 'endOffset': 238, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 269, 'endOffset': 273, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 290, 'endOffset': 299, 'type': 'PERSON', 'text': 'Marcellus'}, {'startOffset': 409, 'endOffset': 451, 'type': 'BTC', 'text': 'bc1qxy2kgdygjrsqtzq2n0yrf2493p83kkfjhx0wlh'}]","[{'text': '0.014 BTC', 'type': 'btc', 'start_pos': 147, 'end_pos': 156}, {'text': 'Anna Key', 'type': 'person', 'start_pos': 232, 'end_pos': 240}]","[{'startOffset': 269, 'endOffset': 273, 'type': 'PERSON', 'text': 'Anna'}]",85.105111,"{'entities': [{'text': 'cv.editor@riseup.net', 'type': 'email', 'start_pos': 41, 'end_pos': 61}, {'text': '0.014 BTC', 'type': 'btc', 'start_pos': 147, 'end_pos': 156}, {'text': 'bc1qt5vmgkz06c4q6z3trw8gkfj0y7n07gq5kzm68d', 'type': 'btc', 'start_pos': 179, 'end_pos': 221}, {'text': 'Anna Key', 'type': 'person', 'start_pos': 232, 'end_pos': 240}, {'text': 'Anna', 'type': 'person', 'start_pos': 232, 'end_pos': 236}, {'text': 'Marcellus', 'type': 'person', 'start_pos': 290, 'end_pos': 299}, {'text': 'bc1qxy2kgdygjrsqtzq2n0yrf2493p83kkfjhx0wlh', 'type': 'btc', 'start_pos': 409, 'end_pos': 451}]}",qwen3:8b,role and task,5.json
True,0.8,0.6666666666666666,0.7272727272727272,4.0,1.0,2,"[{'text': 'c.varga@journalisttruth.org', 'type': 'email', 'start_pos': 35, 'end_pos': 62}, {'text': 'cv.editor@riseup.net', 'type': 'email', 'start_pos': 63, 'end_pos': 83}, {'text': 'Anna', 'type': 'person', 'start_pos': 84, 'end_pos': 88}, {'text': 'Prague', 'type': 'location', 'start_pos': 143, 'end_pos': 149}, {'text': 'Bitcoin', 'type': 'btc', 'start_pos': 248, 'end_pos': 255}]","[{'startOffset': 0, 'endOffset': 8, 'type': 'PERSON', 'text': 'Catalina'}, {'startOffset': 35, 'endOffset': 62, 'type': 'EMAIL', 'text': 'c.varga@journalisttruth.org'}, {'startOffset': 63, 'endOffset': 83, 'type': 'EMAIL', 'text': 'cv.editor@riseup.net'}, {'startOffset': 84, 'endOffset': 88, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 144, 'endOffset': 150, 'type': 'LOCATION', 'text': 'Prague'}, {'startOffset': 164, 'endOffset': 169, 'type': 'PERSON', 'text': 'Varga'}]","[{'text': 'Bitcoin', 'type': 'btc', 'start_pos': 248, 'end_pos': 255}]","[{'startOffset': 0, 'endOffset': 8, 'type': 'PERSON', 'text': 'Catalina'}, {'startOffset': 164, 'endOffset': 169, 'type': 'PERSON', 'text': 'Varga'}]",6.768582,"{'entities': [{'text': 'c.varga@journalisttruth.org', 'type': 'email', 'start_pos': 35, 'end_pos': 62}, {'text': 'cv.editor@riseup.net', 'type': 'email', 'start_pos': 63, 'end_pos': 83}, {'text': 'Anna', 'type': 'person', 'start_pos': 84, 'end_pos': 88}, {'text': 'Prague', 'type': 'location', 'start_pos': 143, 'end_pos': 149}, {'text': 'Bitcoin', 'type': 'btc', 'start_pos': 248, 'end_pos': 255}]}",qwen3:8b,role and task,4.json
True,1.0,0.5,0.6666666666666666,2.0,0.0,2,"[{'text': 'bc1q2gdf0hxk6e5nxp72cr9sv5uwx9a0gz0h3p9a4f', 'type': 'btc', 'start_pos': 371, 'end_pos': 413}, {'text': 'Anna', 'type': 'person', 'start_pos': 49, 'end_pos': 53}]","[{'startOffset': 49, 'endOffset': 53, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 289, 'endOffset': 293, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 371, 'endOffset': 413, 'type': 'BTC', 'text': 'bc1q2gdf0hxk6e5nxp72cr9sv5uwx9a0gz0h3p9a4f'}, {'startOffset': 435, 'endOffset': 444, 'type': 'PERSON', 'text': 'Marcellus'}]",[],"[{'startOffset': 289, 'endOffset': 293, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 435, 'endOffset': 444, 'type': 'PERSON', 'text': 'Marcellus'}]",4.639477,"{'entities': [{'text': 'bc1q2gdf0hxk6e5nxp72cr9sv5uwx9a0gz0h3p9a4f', 'type': 'btc', 'start_pos': 371, 'end_pos': 413}, {'text': 'Anna', 'type': 'person', 'start_pos': 49, 'end_pos': 53}]}",qwen3:8b,role and task,3.json
True,0.8333333333333334,0.5,0.625,5.0,1.0,5,"[{'text': 'Catalina', 'type': 'person', 'start_pos': 34, 'end_pos': 42}, {'text': 'Anna', 'type': 'person', 'start_pos': 343, 'end_pos': 347}, {'text': 'contact@unitedchange.org', 'type': 'email', 'start_pos': 430, 'end_pos': 454}, {'text': 'lance.morenopolitical@gmail.com', 'type': 'email', 'start_pos': 477, 'end_pos': 508}, {'text': 'BTC', 'type': 'btc', 'start_pos': 652, 'end_pos': 655}, {'text': 'Seychelles', 'type': 'location', 'start_pos': 192, 'end_pos': 202}]","[{'startOffset': 33, 'endOffset': 41, 'type': 'PERSON', 'text': 'Catalina'}, {'startOffset': 191, 'endOffset': 201, 'type': 'LOCATION', 'text': 'Seychelles'}, {'startOffset': 342, 'endOffset': 346, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 422, 'endOffset': 446, 'type': 'EMAIL', 'text': 'contact@unitedchange.org'}, {'startOffset': 469, 'endOffset': 500, 'type': 'EMAIL', 'text': 'lance.morenopolitical@gmail.com'}, {'startOffset': 579, 'endOffset': 587, 'type': 'PERSON', 'text': 'Catalina'}, {'startOffset': 661, 'endOffset': 673, 'type': 'PERSON', 'text': 'Lance Moreno'}, {'startOffset': 752, 'endOffset': 760, 'type': 'PERSON', 'text': 'Catalina'}, {'startOffset': 778, 'endOffset': 782, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 793, 'endOffset': 802, 'type': 'PERSON', 'text': 'Marcellus'}]","[{'text': 'BTC', 'type': 'btc', 'start_pos': 652, 'end_pos': 655}]","[{'startOffset': 579, 'endOffset': 587, 'type': 'PERSON', 'text': 'Catalina'}, {'startOffset': 661, 'endOffset': 673, 'type': 'PERSON', 'text': 'Lance Moreno'}, {'startOffset': 752, 'endOffset': 760, 'type': 'PERSON', 'text': 'Catalina'}, {'startOffset': 778, 'endOffset': 782, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 793, 'endOffset': 802, 'type': 'PERSON', 'text': 'Marcellus'}]",7.736895,"{'entities': [{'text': 'Catalina', 'type': 'person', 'start_pos': 34, 'end_pos': 42}, {'text': 'Anna', 'type': 'person', 'start_pos': 343, 'end_pos': 347}, {'text': 'contact@unitedchange.org', 'type': 'email', 'start_pos': 430, 'end_pos': 454}, {'text': 'lance.morenopolitical@gmail.com', 'type': 'email', 'start_pos': 477, 'end_pos': 508}, {'text': 'BTC', 'type': 'btc', 'start_pos': 652, 'end_pos': 655}, {'text': 'Seychelles', 'type': 'location', 'start_pos': 192, 'end_pos': 202}]}",qwen3:8b,role and task,6.json
True,1.0,0.8,0.888888888888889,4.0,0.0,1,"[{'text': 'Catalina', 'type': 'person', 'start_pos': 132, 'end_pos': 140}, {'text': 'Marcellus', 'type': 'person', 'start_pos': 252, 'end_pos': 261}, {'text': 'Anna', 'type': 'person', 'start_pos': 266, 'end_pos': 270}, {'text': 'm.grant512@tuta.io', 'type': 'email', 'start_pos': 451, 'end_pos': 469}]","[{'startOffset': 132, 'endOffset': 140, 'type': 'PERSON', 'text': 'Catalina'}, {'startOffset': 252, 'endOffset': 261, 'type': 'PERSON', 'text': 'Marcellus'}, {'startOffset': 266, 'endOffset': 270, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 431, 'endOffset': 435, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 451, 'endOffset': 469, 'type': 'EMAIL', 'text': 'm.grant512@tuta.io'}]",[],"[{'startOffset': 431, 'endOffset': 435, 'type': 'PERSON', 'text': 'Anna'}]",5.457669,"{'entities': [{'text': 'Catalina', 'type': 'person', 'start_pos': 132, 'end_pos': 140}, {'text': 'Marcellus', 'type': 'person', 'start_pos': 252, 'end_pos': 261}, {'text': 'Anna', 'type': 'person', 'start_pos': 266, 'end_pos': 270}, {'text': 'm.grant512@tuta.io', 'type': 'email', 'start_pos': 451, 'end_pos': 469}]}",qwen3:8b,role and task,7.json
True,0.625,0.8333333333333334,0.7142857142857143,5.0,3.0,1,"[{'text': 'cv.editor@riseup.net', 'type': 'email', 'start_pos': 41, 'end_pos': 61}, {'text': '0.014 BTC', 'type': 'btc', 'start_pos': 147, 'end_pos': 156}, {'text': 'bc1qt5vmgkz06c4q6z3trw8gkfj0y7n07gq5kzm68d', 'type': 'btc', 'start_pos': 179, 'end_pos': 221}, {'text': 'Anna Key', 'type': 'person', 'start_pos': 232, 'end_pos': 240}, {'text': 'Anna', 'type': 'person', 'start_pos': 232, 'end_pos': 236}, {'text': 'Marcellus', 'type': 'person', 'start_pos': 290, 'end_pos': 299}, {'text': 'bc1qxy2kgdygjrsqtzq2n0yrf2493p83kkfjhx0wlh', 'type': 'btc', 'start_pos': 409, 'end_pos': 451}, {'text': 'Signal', 'type': 'tox', 'start_pos': 506, 'end_pos': 512}]","[{'startOffset': 41, 'endOffset': 61, 'type': 'EMAIL', 'text': 'cv.editor@riseup.net'}, {'startOffset': 179, 'endOffset': 221, 'type': 'BTC', 'text': 'bc1qt5vmgkz06c4q6z3trw8gkfj0y7n07gq5kzm68d'}, {'startOffset': 232, 'endOffset': 238, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 269, 'endOffset': 273, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 290, 'endOffset': 299, 'type': 'PERSON', 'text': 'Marcellus'}, {'startOffset': 409, 'endOffset': 451, 'type': 'BTC', 'text': 'bc1qxy2kgdygjrsqtzq2n0yrf2493p83kkfjhx0wlh'}]","[{'text': '0.014 BTC', 'type': 'btc', 'start_pos': 147, 'end_pos': 156}, {'text': 'Anna Key', 'type': 'person', 'start_pos': 232, 'end_pos': 240}, {'text': 'Signal', 'type': 'tox', 'start_pos': 506, 'end_pos': 512}]","[{'startOffset': 269, 'endOffset': 273, 'type': 'PERSON', 'text': 'Anna'}]",13.754512,"{'entities': [{'text': 'cv.editor@riseup.net', 'type': 'email', 'start_pos': 41, 'end_pos': 61}, {'text': '0.014 BTC', 'type': 'btc', 'start_pos': 147, 'end_pos': 156}, {'text': 'bc1qt5vmgkz06c4q6z3trw8gkfj0y7n07gq5kzm68d', 'type': 'btc', 'start_pos': 179, 'end_pos': 221}, {'text': 'Anna Key', 'type': 'person', 'start_pos': 232, 'end_pos': 240}, {'text': 'Anna', 'type': 'person', 'start_pos': 232, 'end_pos': 236}, {'text': 'Marcellus', 'type': 'person', 'start_pos': 290, 'end_pos': 299}, {'text': 'bc1qxy2kgdygjrsqtzq2n0yrf2493p83kkfjhx0wlh', 'type': 'btc', 'start_pos': 409, 'end_pos': 451}, {'text': 'Signal', 'type': 'tox', 'start_pos': 506, 'end_pos': 512}]}",qwen3:8b,role task and format,5.json
True,0.625,0.8333333333333334,0.7142857142857143,5.0,3.0,1,"[{'text': 'Catalina', 'type': 'person', 'start_pos': 0, 'end_pos': 8}, {'text': 'c.varga@journalisttruth.org', 'type': 'email', 'start_pos': 35, 'end_pos': 62}, {'text': 'cv.editor@riseup.net', 'type': 'email', 'start_pos': 63, 'end_pos': 83}, {'text': 'Anna', 'type': 'person', 'start_pos': 84, 'end_pos': 88}, {'text': ""catalina's"", 'type': 'person', 'start_pos': 0, 'end_pos': 10}, {'text': 'Prague', 'type': 'location', 'start_pos': 143, 'end_pos': 149}, {'text': 'Bitcoin', 'type': 'btc', 'start_pos': 248, 'end_pos': 255}, {'text': 'A.H.', 'type': 'person', 'start_pos': 345, 'end_pos': 349}]","[{'startOffset': 0, 'endOffset': 8, 'type': 'PERSON', 'text': 'Catalina'}, {'startOffset': 35, 'endOffset': 62, 'type': 'EMAIL', 'text': 'c.varga@journalisttruth.org'}, {'startOffset': 63, 'endOffset': 83, 'type': 'EMAIL', 'text': 'cv.editor@riseup.net'}, {'startOffset': 84, 'endOffset': 88, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 144, 'endOffset': 150, 'type': 'LOCATION', 'text': 'Prague'}, {'startOffset': 164, 'endOffset': 169, 'type': 'PERSON', 'text': 'Varga'}]","[{'text': ""catalina's"", 'type': 'person', 'start_pos': 0, 'end_pos': 10}, {'text': 'Bitcoin', 'type': 'btc', 'start_pos': 248, 'end_pos': 255}, {'text': 'A.H.', 'type': 'person', 'start_pos': 345, 'end_pos': 349}]","[{'startOffset': 164, 'endOffset': 169, 'type': 'PERSON', 'text': 'Varga'}]",7.367374,"{'entities': [{'text': 'Catalina', 'type': 'person', 'start_pos': 0, 'end_pos': 8}, {'text': 'c.varga@journalisttruth.org', 'type': 'email', 'start_pos': 35, 'end_pos': 62}, {'text': 'cv.editor@riseup.net', 'type': 'email', 'start_pos': 63, 'end_pos': 83}, {'text': 'Anna', 'type': 'person', 'start_pos': 84, 'end_pos': 88}, {'text': ""catalina's"", 'type': 'person', 'start_pos': 0, 'end_pos': 10}, {'text': 'Prague', 'type': 'location', 'start_pos': 143, 'end_pos': 149}, {'text': 'Bitcoin', 'type': 'btc', 'start_pos': 248, 'end_pos': 255}, {'text': 'A.H.', 'type': 'person', 'start_pos': 345, 'end_pos': 349}]}",qwen3:8b,role task and format,4.json
True,0.6666666666666666,0.5,0.5714285714285715,2.0,1.0,2,"[{'text': 'Anna', 'type': 'person', 'start_pos': 49, 'end_pos': 53}, {'text': 'ciphertrail.txt', 'type': 'url', 'start_pos': 186, 'end_pos': 201}, {'text': 'bc1q2gdf0hxk6e5nxp72cr9sv5uwx9a0gz0h3p9a4f', 'type': 'btc', 'start_pos': 371, 'end_pos': 413}]","[{'startOffset': 49, 'endOffset': 53, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 289, 'endOffset': 293, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 371, 'endOffset': 413, 'type': 'BTC', 'text': 'bc1q2gdf0hxk6e5nxp72cr9sv5uwx9a0gz0h3p9a4f'}, {'startOffset': 435, 'endOffset': 444, 'type': 'PERSON', 'text': 'Marcellus'}]","[{'text': 'ciphertrail.txt', 'type': 'url', 'start_pos': 186, 'end_pos': 201}]","[{'startOffset': 289, 'endOffset': 293, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 435, 'endOffset': 444, 'type': 'PERSON', 'text': 'Marcellus'}]",4.415199,"{'entities': [{'text': 'Anna', 'type': 'person', 'start_pos': 49, 'end_pos': 53}, {'text': 'ciphertrail.txt', 'type': 'url', 'start_pos': 186, 'end_pos': 201}, {'text': 'bc1q2gdf0hxk6e5nxp72cr9sv5uwx9a0gz0h3p9a4f', 'type': 'btc', 'start_pos': 371, 'end_pos': 413}]}",qwen3:8b,role task and format,3.json
True,0.7142857142857143,0.5,0.588235294117647,5.0,2.0,5,"[{'text': 'Catalina', 'type': 'person', 'start_pos': 34, 'end_pos': 42}, {'text': 'Seychelles', 'type': 'location', 'start_pos': 192, 'end_pos': 202}, {'text': 'contact@unitedchange.org', 'type': 'url', 'start_pos': 430, 'end_pos': 454}, {'text': 'lance.morenopolitical@gmail.com', 'type': 'email', 'start_pos': 477, 'end_pos': 508}, {'text': 'BTC', 'type': 'btc', 'start_pos': 652, 'end_pos': 655}, {'text': 'Anna', 'type': 'person', 'start_pos': 343, 'end_pos': 347}, {'text': 'Marcellus', 'type': 'person', 'start_pos': 802, 'end_pos': 811}]","[{'startOffset': 33, 'endOffset': 41, 'type': 'PERSON', 'text': 'Catalina'}, {'startOffset': 191, 'endOffset': 201, 'type': 'LOCATION', 'text': 'Seychelles'}, {'startOffset': 342, 'endOffset': 346, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 422, 'endOffset': 446, 'type': 'EMAIL', 'text': 'contact@unitedchange.org'}, {'startOffset': 469, 'endOffset': 500, 'type': 'EMAIL', 'text': 'lance.morenopolitical@gmail.com'}, {'startOffset': 579, 'endOffset': 587, 'type': 'PERSON', 'text': 'Catalina'}, {'startOffset': 661, 'endOffset': 673, 'type': 'PERSON', 'text': 'Lance Moreno'}, {'startOffset': 752, 'endOffset': 760, 'type': 'PERSON', 'text': 'Catalina'}, {'startOffset': 778, 'endOffset': 782, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 793, 'endOffset': 802, 'type': 'PERSON', 'text': 'Marcellus'}]","[{'text': 'contact@unitedchange.org', 'type': 'url', 'start_pos': 430, 'end_pos': 454}, {'text': 'BTC', 'type': 'btc', 'start_pos': 652, 'end_pos': 655}]","[{'startOffset': 422, 'endOffset': 446, 'type': 'EMAIL', 'text': 'contact@unitedchange.org'}, {'startOffset': 579, 'endOffset': 587, 'type': 'PERSON', 'text': 'Catalina'}, {'startOffset': 661, 'endOffset': 673, 'type': 'PERSON', 'text': 'Lance Moreno'}, {'startOffset': 752, 'endOffset': 760, 'type': 'PERSON', 'text': 'Catalina'}, {'startOffset': 778, 'endOffset': 782, 'type': 'PERSON', 'text': 'Anna'}]",5.670991,"{'entities': [{'text': 'Catalina', 'type': 'person', 'start_pos': 34, 'end_pos': 42}, {'text': 'Seychelles', 'type': 'location', 'start_pos': 192, 'end_pos': 202}, {'text': 'contact@unitedchange.org', 'type': 'url', 'start_pos': 430, 'end_pos': 454}, {'text': 'lance.morenopolitical@gmail.com', 'type': 'email', 'start_pos': 477, 'end_pos': 508}, {'text': 'BTC', 'type': 'btc', 'start_pos': 652, 'end_pos': 655}, {'text': 'Anna', 'type': 'person', 'start_pos': 343, 'end_pos': 347}, {'text': 'Marcellus', 'type': 'person', 'start_pos': 802, 'end_pos': 811}]}",qwen3:8b,role task and format,6.json
